Cluster_type,zonal_winds,meridional_winds,Humidity,air_temp,sea_surface_temp,zonal_winds:meridional_winds,zonal_winds:Humidity,zonal_winds:air_temp,zonal_winds:sea_surface_temp,meridional_winds:Humidity,meridional_winds:air_temp,meridional_winds:sea_surface_temp,Humidity:air_temp,Humidity:sea_surface_temp,air_temp:sea_surface_temp,zonal_winds_squared,meridional_winds_squared,Humidity_squared,air_temp_squared,sea_surface_temp_squared,month_8,month_4,month_1,month_11,month_6,month_7,month_5,month_2,month_10,month_12,month_9,month_3
1,-1.343718592,-0.134398736,0.587300128,-1.20668188,-1.337833936,0.408569645,-1.450801856,-1.179871733,-1.142241805,-0.141663184,-0.10762154,-0.09864334,-0.363152874,-0.564369063,-1.302255182,72.25,0.81,7106.49,636.0484,640.09,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.102900261,-0.952925087,0.291848651,-0.23768132,-0.380552316,0.964104721,-0.139546211,-0.095959962,-0.089064869,-0.966154695,-0.927986483,-0.910803797,0.110414817,-0.041226691,-0.348263673,26.01,8.41,6855.84,702.25,718.24,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.650320113,0.725053932,1.138809551,-0.495072094,-0.929393778,-0.80287029,-0.819436741,-0.609128289,-0.553016388,0.763846854,0.711804147,0.697968568,0.696423047,0.203415911,-0.766309117,43.56,1.44,7586.41,684.3456,672.8836,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.212384231,-0.257177689,-0.929350786,-0.389087658,-0.527335497,0.317536587,-0.101046708,-0.18995736,-0.180419938,-0.222229934,-0.241874644,-0.23334817,-1.137673759,-1.155917229,-0.49915076,29.16,1.44,5867.56,691.69,705.9649,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.978772024,-0.134398736,0.213061591,-1.910721349,-2.0845136,0.338544215,-1.011666899,-0.739370099,-0.684324182,-0.133079437,-0.094941575,-0.08308001,-1.22858786,-1.440688642,-1.989285392,56.25,0.81,6789.76,590.0041,582.2569,0,0,0,0,0,0,0,0,0,1,0,0
0,1.977295176,1.298022378,-1.106621672,1.071983498,1.438282763,-0.065269096,1.94450675,1.984953612,1.98678356,1.227168416,1.348165681,1.377286474,-0.286962633,0.113229199,1.32895825,0.36,6.76,5730.49,796.9329,879.1225,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.088255994,-0.298104007,0.075184235,-0.729751917,-0.788992474,0.602306668,-1.097488708,-1.005559236,-0.994391191,-0.293961951,-0.272854965,-0.264740869,-0.461133595,-0.537183856,-0.797446688,60.84,1.69,6674.89,668.2225,684.3456,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.540836142,0.397643392,-0.83086696,0.383084663,0.212962289,-0.382717711,-0.422276937,-0.601739847,-0.599984021,0.393992762,0.401788853,0.401836685,-0.499857555,-0.532871343,0.278397154,39.69,0.16,5944.41,746.3824,768.9529,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.635675846,-0.502735594,0.272151886,-0.442079876,-0.552863007,1.115826486,-1.685007166,-1.584443648,-1.56796073,-0.508053658,-0.479021801,-0.467906613,-0.063151626,-0.19291675,-0.537624388,86.49,3.24,6839.29,688.0129,703.8409,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.869288054,-0.175325054,-1.658131095,0.239248642,-0.125277217,0.37355693,-0.59672781,-0.919442843,-0.884087805,-0.12675457,-0.174763241,-0.164118696,-1.3933992,-1.473635997,0.018552371,51.84,1,5314.41,736.0369,739.84,0,0,0,1,0,0,0,0,0,0,0,0
1,0.189056993,-0.011619784,1.217596612,-1.236963147,-1.133613857,0.014093058,0.065561674,0.27176552,0.267244092,-0.024351972,0.007361654,0.010699027,0.173298692,0.09651897,-1.209075232,18.49,0.36,7656.25,634.0324,656.3844,0,0,0,0,0,0,0,1,0,0,0,0
1,0.006583709,-0.298104007,1.217596612,-0.199829736,-0.425225458,0.298863139,-0.12938662,0.009530567,0.023496188,-0.331810754,-0.286640829,-0.275692842,1.006249466,0.685622771,-0.355120975,23.04,1.69,7656.25,704.9025,714.4929,0,1,0,0,0,0,0,0,0,0,0,0
1,-1.453202562,0.643201297,-0.161176946,-0.593486213,-0.706028067,-0.871339599,-1.414485773,-1.380919442,-1.361316584,0.643272814,0.630573596,0.626462975,-0.575992208,-0.664114876,-0.690418559,77.44,1,6480.25,677.5609,691.1641,0,0,0,0,0,0,0,0,0,0,1,0
1,0.006583709,-0.298104007,1.197899847,-1.062845859,-1.254869529,0.298863139,-0.127247759,0.08440011,0.107352563,-0.331158189,-0.264189565,-0.250714658,0.295481019,-0.019742978,-1.194994288,23.04,1.69,7638.76,645.6681,646.6849,1,0,0,0,0,0,0,0,0,0,0,0
0,0.079573023,-0.339030324,-0.476325188,1.071983498,1.265972072,0.314424345,0.124870515,-0.023553233,-0.068477054,-0.315295825,-0.362493378,-0.370033519,0.340736563,0.559504518,1.228153932,21.16,1.96,6225.21,796.9329,863.1844,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.467846829,0.029306534,0.291848651,-0.797884769,-0.840047493,0.050661893,-0.508499782,-0.396779,-0.39019526,0.031367089,0.041114297,0.045165964,-0.315333336,-0.402822699,-0.855838893,37.21,0.25,6855.84,663.5776,680.1664,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.650320113,0.438569709,-1.815705216,0.564772268,0.474619265,-0.443406417,-0.378296602,-0.735552737,-0.748143721,0.420145583,0.444994659,0.445851496,-1.32878515,-1.194541816,0.515854202,43.56,0.25,5198.41,759.5536,791.8596,1,0,0,0,0,0,0,0,0,0,0,0
0,0.298540964,-0.584588229,-0.239964007,0.769170823,0.576729305,0.435801757,0.314427096,0.230089236,0.226471618,-0.564977456,-0.606972797,-0.598650406,0.353493999,0.248639674,0.675226621,16,4,6416.01,774.5089,800.89,0,0,0,1,0,0,0,0,0,0,0,0
1,-1.051761338,-0.543661912,-0.318751067,-0.820595719,-0.99959443,0.951655756,-0.992461707,-0.957548047,-0.925088735,-0.520954378,-0.504366581,-0.48746054,-0.88682616,-1.014053148,-0.951257882,59.29,3.61,6352.09,662.0329,667.1889,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.467846829,0.643201297,-0.633899309,1.579194728,1.291499581,-0.661263309,-0.38074738,-0.658849766,-0.663991699,0.631225449,0.674052089,0.672724344,0.547405634,0.435891283,1.50377646,37.21,1,6099.61,835.21,865.5364,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.212384231,-0.257177689,0.488816303,-0.797884769,-1.063413205,0.317536587,-0.274294472,-0.150059775,-0.119462805,-0.265600447,-0.232057897,-0.21844994,-0.136340118,-0.42253531,-0.975077913,29.16,1.44,7022.44,663.5776,662.0329,1,0,0,0,0,0,0,0,0,0,0,0
0,0.991939443,-0.175325054,0.291848651,0.504209733,0.417182368,-0.023253838,0.967314502,0.96362468,0.956116147,-0.176449949,-0.180065497,-0.176681688,0.674243452,0.586544155,0.453372744,4.41,1,6855.84,755.1504,786.8025,0,0,0,0,0,0,0,0,0,0,0,1
0,0.408024934,0.029306534,0.13427453,0.080271988,0.091706617,-0.042705347,0.390178433,0.390391058,0.378353789,0.033374984,0.032327702,0.034376571,0.202412884,0.196780343,0.064057874,13.69,0.25,6724,724.6864,758.4516,0,0,0,0,1,0,0,0,0,0,0,0
1,-0.175889575,-0.175325054,0.035790705,-0.351236074,-0.463516723,0.225725468,-0.182635354,-0.157598722,-0.151836203,-0.169924293,-0.162946787,-0.156285302,-0.213906162,-0.316808995,-0.446732409,28.09,1,6642.25,694.3225,711.2889,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.723309426,0.111159169,0.449422772,-1.827447863,-1.944112296,-0.0279222,-0.79100771,-0.516964319,-0.477438142,0.113289168,0.12534441,0.129929207,-0.962154788,-1.153503192,-1.883188321,46.24,0.09,6988.96,595.36,592.9225,0,0,0,0,0,0,0,0,0,1,0,0
0,0.11606768,0.193011804,-0.397538128,0.526920683,0.378891103,-0.151633793,0.152007317,0.059402549,0.055063275,0.199377628,0.194561566,0.196527843,0.022467723,-0.037787599,0.44267218,20.25,0.01,6288.49,756.8001,783.4401,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.431352172,0.315790757,0.094881,-0.502642411,-0.4698986,-0.280013747,-0.444868659,-0.393549977,-0.401913651,0.321306996,0.315468136,0.316703942,-0.272655683,-0.273241091,-0.520734398,36,0.04,6691.24,683.8225,710.7556,0,0,0,1,0,0,0,0,0,0,0,0
0,0.736476845,-0.584588229,0.13427453,1.336944589,1.310645214,0.249067277,0.719028355,0.658290483,0.639571771,-0.58405245,-0.629696748,-0.632644383,1.148241951,1.146746236,1.390607839,7.84,4,6724,816.8164,867.3025,0,0,0,0,0,0,1,0,0,0,0,0
1,-1.197739965,0.520422345,0.114577765,-0.434509559,-0.699646189,-0.627806715,-1.213922969,-1.154887854,-1.115095991,0.526965549,0.514499652,0.509996653,-0.203268017,-0.435903493,-0.613932864,65.61,0.49,6707.61,688.5376,691.69,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.066405604,-0.420882959,0.331242182,1.094694449,0.653311834,0.435801757,-0.107106815,-0.180106104,-0.161901656,-0.42743671,-0.448753498,-0.434178676,1.16227791,0.806840166,0.881014442,25,2.56,6889,798.6276,807.6964,0,0,0,0,0,0,1,0,0,0,0,0
0,0.481014248,1.052464473,-0.79147343,0.557201951,0.832004404,-0.731288739,0.536556752,0.433887088,0.397812768,1.015235194,1.070963773,1.086268468,-0.338353698,-0.044441363,0.716172052,12.25,4,5975.29,759.0025,823.69,0,0,0,0,0,0,0,0,1,0,0,0
0,0.991939443,-0.379956642,0.82366131,1.306663321,1.54677468,0.058442496,0.942049203,0.933167881,0.906165162,-0.404596915,-0.41230428,-0.423211923,1.819536001,1.963818804,1.514684662,4.41,2.25,7310.25,814.5316,889.2324,0,1,0,0,0,0,0,0,0,0,0,0
0,0.554003561,-1.607746168,0.764571014,1.518632193,1.297881459,0.968773083,0.489279006,0.451934041,0.442576483,-1.685382359,-1.728475544,-1.719490957,1.925806275,1.708015831,1.476460991,10.89,20.25,7259.04,830.5924,866.1249,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.212384231,0.152085487,-0.476325188,1.564054095,1.259590194,-0.102615992,-0.156389744,-0.380579157,-0.383610385,0.159972706,0.148734931,0.151079373,0.697090102,0.554718903,1.476897425,29.16,0.04,6225.21,834.0544,862.5969,0,0,0,0,0,1,0,0,0,0,0,0
1,0.298540964,-0.502735594,0.528209833,-0.563204946,-0.463516723,0.37355693,0.244914104,0.326412625,0.314090779,-0.519799839,-0.474658802,-0.471631171,0.080397321,0.087602804,-0.545493423,16,3.24,7056,679.6449,711.2889,0,0,0,0,0,0,0,0,0,0,0,1
0,0.809466159,1.952843459,-0.79147343,0.557201951,0.321454206,-1.036288389,0.846557959,0.773139705,0.772881905,1.868891367,1.989162902,1.969816278,-0.338353698,-0.419526862,0.424687137,6.76,17.64,5975.29,759.0025,778.41,0,0,0,0,0,0,0,0,1,0,0,0
0,2.232757774,0.152085487,-0.71268637,0.648045753,1.393609621,-0.206876076,2.192213622,2.245368819,2.26447717,0.161177442,0.152401061,0.150458613,-0.196993526,0.439918721,1.083749872,1.69,0.04,6037.29,765.6289,874.9764,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.212384231,0.274864439,0.547906598,-0.411798608,-0.578390517,-0.228661766,-0.281513129,-0.187740828,-0.174614497,0.281400101,0.276034506,0.277049229,0.215385723,0.011960966,-0.537486846,29.16,0.01,7072.81,690.1129,701.7201,1,0,0,0,0,0,0,0,0,0,0,0
0,1.94080052,-1.566819851,-1.027834612,1.52620251,1.463810273,-0.35781978,1.911666318,1.95043317,1.947207114,-1.441624016,-1.685481828,-1.692901755,0.108768024,0.203628201,1.579487154,0.25,19.36,5791.21,831.1689,881.4961,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.540836142,-0.707367182,-0.318751067,-0.532923678,-0.737937454,0.940762911,-0.495265578,-0.497439678,-0.473836619,-0.680983537,-0.673523675,-0.654104929,-0.676384056,-0.815853458,-0.679868762,39.69,5.29,6352.09,681.7321,688.5376,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.139394918,-0.379956642,-0.377841363,-0.381517341,0.098088495,0.42024055,-0.097660178,-0.118699944,-0.177490341,-0.358666338,-0.361629868,-0.372886057,-0.620469522,-0.232711963,-0.154639131,27.04,2.25,6304.36,692.2161,759.0025,0,0,0,1,0,0,0,0,0,0,0,0
1,-1.161245308,-0.502735594,-0.850563725,-1.032564592,-0.961303165,0.933760368,-1.002754977,-1.032513366,-1.035674329,-0.456551175,-0.457752182,-0.450880065,-1.51935456,-1.409039286,-1.026713328,64,3.24,5929,647.7025,670.2921,0,0,0,1,0,0,0,0,0,0,0,0
0,0.079573023,-0.543661912,0.370635712,1.518632193,1.227680807,0.493378221,0.036731606,-0.060686994,-0.064768022,-0.554335617,-0.593308127,-0.585466655,1.525295054,1.295494567,1.434534245,21.16,3.61,6922.24,830.5924,859.6624,0,0,0,0,0,0,0,1,0,0,0,0
0,0.079573023,-0.420882959,0.666087189,0.049990721,-0.150804727,0.386005896,0.005985475,0.061413847,0.068757129,-0.44109039,-0.415303841,-0.404382216,0.683915757,0.452571185,-0.085599263,21.16,2.56,7174.09,722.5344,737.6656,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.029910947,-0.543661912,0.528209833,0.436076881,0.244871676,0.53772766,-0.091956548,-0.083112283,-0.081566174,-0.561965615,-0.552147477,-0.542220404,0.850846388,0.653142454,0.322180727,24.01,3.61,7056,750.2121,771.7284,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.942277367,0.070232851,1.138809551,-0.623767481,-0.94853941,0.04365935,-1.129928104,-0.878259121,-0.828909236,0.064296553,0.07874516,0.084717217,0.593536689,0.187566972,-0.834941647,54.76,0.16,7586.41,675.4801,671.3281,0,0,1,0,0,0,0,0,0,0,0,0
0,-1.161245308,0.76598025,-0.161176946,1.412647757,1.055370115,-0.995829251,-1.127521885,-1.386063987,-1.375400154,0.76449942,0.801063828,0.796063362,0.906295373,0.683499875,1.277835975,64,1.69,6480.25,822.5424,843.9025,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.759804083,-0.7482935,0.587300128,-0.35880639,-0.501807988,1.1018214,-0.849781835,-0.733500392,-0.719721248,-0.776408704,-0.721440914,-0.706012254,0.292896179,0.105453332,-0.471160802,47.61,5.76,7106.49,693.7956,708.0921,1,0,0,0,0,0,0,0,0,0,0,0
0,0.481014248,0.274864439,0.213061591,1.518632193,1.457428396,-0.213878619,0.457017848,0.373069266,0.351718639,0.280546746,0.279897578,0.281764046,1.365090566,1.333148687,1.57174905,12.25,0.01,6789.76,830.5924,880.9024,0,1,0,0,0,0,0,0,0,0,0,0
1,-0.613825456,0.561348662,-0.574809014,-0.585915896,-0.686882434,-0.59123788,-0.528640726,-0.5626632,-0.551350011,0.554021921,0.551827529,0.549104507,-0.950370142,-0.984714718,-0.676610056,42.25,0.64,6146.56,678.0816,692.7424,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.942277367,-0.952925087,0.272151886,0.095412622,-0.303969786,1.483070962,-0.984842014,-0.974445687,-0.929348746,-0.964698972,-0.947316991,-0.915947234,0.344843124,0.002711203,-0.149556661,54.76,8.41,6839.29,725.7636,724.6864,0,0,0,0,0,1,0,0,0,0,0,0
0,2.96265091,-0.339030324,-0.476325188,0.950858428,1.368082111,-0.54611038,2.902315568,3.020607911,3.057726222,-0.315295825,-0.359099935,-0.373344236,0.253018769,0.636074365,1.225381916,10.89,1.96,6225.21,787.9249,872.6116,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.467846829,0.274864439,-1.658131095,-0.199829736,-0.106131584,-0.234108188,-0.239404297,-0.462714002,-0.484466489,0.275777998,0.276458687,0.278142948,-1.687195443,-1.460370926,-0.179555537,37.21,0.01,5314.41,704.9025,741.4729,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.79629874,0.193011804,0.035790705,-0.676759699,-0.782610596,-0.132182285,-0.800008751,-0.729313608,-0.714090507,0.198273286,0.196970305,0.199217801,-0.45741615,-0.563974811,-0.769800587,49,0.01,6642.25,671.8464,684.8689,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.869288054,0.029306534,0.764571014,-0.623767481,-0.859193126,0.093455211,-0.991347717,-0.807138528,-0.772816847,0.025343407,0.039372127,0.045387664,0.250413084,-0.038679215,-0.786820185,51.84,0.25,7259.04,675.4801,678.6025,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.504341486,0.070232851,0.666087189,0.436076881,0.174671024,0.006312454,-0.59788636,-0.570297923,-0.55771987,0.069115498,0.070261552,0.074312104,0.984069872,0.714579081,0.282334316,38.44,0.16,7174.09,750.2121,765.6289,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.577330799,-1.034777723,0.82366131,0.701037971,0.270399186,1.357025188,-0.69618486,-0.675897911,-0.644989629,-1.091296694,-1.066511691,-1.036758873,1.34425898,0.926632188,0.465444769,40.96,9.61,7310.25,769.5076,773.9524,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.212384231,0.070232851,-0.476325188,-0.003001497,-0.138040972,-0.018585476,-0.156389744,-0.227638413,-0.224686429,0.080761284,0.07377619,0.077208982,-0.43775886,-0.493330878,-0.103651754,29.16,0.16,6225.21,718.7761,738.7524,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.029910947,-0.420882959,1.217596612,1.102264766,1.157480155,0.423352791,-0.168376279,-0.142110359,-0.175729894,-0.463578804,-0.448995887,-0.452860583,2.051997883,2.001818653,1.18013695,24.01,2.56,7656.25,799.1929,853.2241,0,0,0,0,0,0,1,0,0,0,0,0
0,-1.59918119,-0.011619784,0.13427453,0.549631634,0.295926696,0.242842795,-1.61945998,-1.71345405,-1.696742082,-0.007786845,-0.014089756,-0.00916528,0.555674343,0.355936932,0.406428332,84.64,0.36,6724,758.4516,776.1796,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.102900261,0.92968552,-0.220267242,0.542061317,0.123616004,-0.861224814,-0.080460168,-0.167833082,-0.143208672,0.923574829,0.945239725,0.931122912,0.205650883,-0.079572269,0.30443903,26.01,2.89,6432.04,757.9009,761.2081,0,0,0,0,0,0,1,0,0,0,0,0
0,0.736476845,0.847832885,-0.003602825,0.769170823,0.468237388,-0.513431847,0.727762039,0.687023312,0.689240547,0.851340839,0.868644859,0.861538718,0.58554592,0.370791143,0.612656554,7.84,2.25,6609.69,774.5089,791.2969,0,0,0,0,0,0,0,0,1,0,0,0
0,0.298540964,-0.216251371,0.449422772,0.049990721,-0.0167853,0.155700038,0.252043642,0.282081974,0.276462918,-0.222430724,-0.211697237,-0.207084128,0.478462672,0.377845225,-0.010945268,16,1.21,6988.96,722.5344,749.1169,0,1,0,0,0,0,0,0,0,0,0,0
0,0.371530277,0.356717074,-2.327821109,0.095412622,0.193816657,-0.275345385,0.5652977,0.352518452,0.333173479,0.343845607,0.358673943,0.360718753,-2.126097096,-1.823792624,0.128348549,14.44,0.09,4830.25,725.7636,767.29,0,0,0,0,0,1,0,0,0,0,0,0
1,-1.051761338,0.397643392,1.060022491,0.065131354,-0.310351663,-0.42628909,-1.232638005,-1.080811884,-1.03684348,0.413268546,0.399243771,0.396988849,1.069515508,0.650576782,-0.167355227,59.29,0.16,7516.89,723.61,724.1481,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.613825456,-0.216251371,-0.259660772,1.124975716,0.608638692,0.369666629,-0.57498272,-0.76365618,-0.728671303,-0.202552572,-0.235360445,-0.223016957,0.595419731,0.255736214,0.869849671,42.25,1.21,6400,800.89,803.7225,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.285373545,-0.584588229,1.237293377,-0.351236074,-0.603918027,0.684781063,-0.443799228,-0.2657573,-0.242801556,-0.640273484,-0.562130866,-0.543964442,0.902960096,0.553063043,-0.52339929,31.36,4,7673.76,694.3225,699.6025,0,0,0,0,0,0,0,1,0,0,0,0
0,2.196263117,1.011538155,-1.67782786,1.321803955,1.795667901,-0.009248752,2.131389755,2.222122592,2.234885545,0.933513905,1.058298958,1.086253688,-0.688884398,-0.161030844,1.669880541,1.44,3.61,5299.84,815.6736,912.6441,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.672170503,0.684127615,-0.496021953,-0.025712448,-0.233769134,-0.99116089,-1.558502433,-1.691069808,-1.666774179,0.674294778,0.682505399,0.677350481,-0.472814014,-0.581509937,-0.167561541,88.36,1.21,6209.44,717.1684,730.6209,1,0,0,0,0,0,0,0,0,0,0,0
0,1.064928757,-0.502735594,1.060022491,1.011420963,1.100043257,0.079450125,1.008086545,1.021405031,1.004185739,-0.544195752,-0.531377785,-0.536810927,1.822558596,1.812753483,1.100273522,3.61,3.24,7516.89,792.4225,847.9744,0,0,0,0,0,0,0,0,0,0,0,1
0,0.408024934,1.257096061,-1.5990408,1.230960152,1.151098277,-0.906352313,0.535264523,0.313441805,0.295814389,1.157795675,1.313352588,1.316836314,-0.670540373,-0.536164866,1.242048399,13.69,6.25,5358.24,808.8336,852.64,0,0,0,0,0,1,0,0,0,0,0,0
0,0.517508905,-0.052546101,-0.850563725,1.518632193,1.399991498,-0.001468149,0.575546411,0.412501654,0.395716359,-0.031379601,-0.069384704,-0.0682409,0.283710269,0.318998532,1.537445348,11.56,0.49,5929,830.5924,875.5681,0,0,1,0,0,0,0,0,0,0,0,0
0,0.699982189,-0.420882959,-0.161176946,0.708608288,0.449091755,0.174373486,0.701872905,0.652119766,0.652607137,-0.40735777,-0.436391668,-0.426611321,0.386096335,0.219646972,0.571884374,8.41,2.56,6480.25,770.0625,789.61,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.467846829,0.888759203,-0.318751067,1.352085222,1.061751992,-0.94603339,-0.42423756,-0.633811157,-0.634480706,0.879300764,0.929469303,0.925107456,0.702565516,0.547373681,1.250882878,37.21,2.56,6352.09,817.96,844.4836,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.942277367,-0.052546101,-0.141480181,0.087842305,-0.252914766,0.216388744,-0.91559638,-0.973433197,-0.937304351,-0.044029334,-0.049342179,-0.041444778,-0.053861489,-0.301069233,-0.124624385,54.76,0.49,6496.36,725.2249,729,1,0,0,0,0,0,0,0,0,0,0,0
1,0.335035621,0.233938122,0.9418419,-0.858447304,-0.993212553,-0.186646508,0.245849856,0.382893157,0.39343181,0.239184128,0.236237293,0.237897035,0.227483052,-0.006144309,-0.964942067,15.21,0,7413.21,659.4624,667.7056,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.394857515,0.438569709,1.828196331,-1.08555681,-1.191050754,-0.416174305,-0.639772393,-0.295612077,-0.276491929,0.466578134,0.428481921,0.426563609,0.841590993,0.528789237,-1.171518114,34.81,0.25,8208.36,644.1444,651.7809,0,0,0,0,0,0,0,1,0,0,0,0
1,-1.270729278,-0.052546101,0.744874249,-1.71389311,-1.816474746,0.265406544,-1.405261934,-1.034770946,-0.990588089,-0.0598415,-0.024103444,-0.016097095,-0.619142359,-0.828730342,-1.769946961,68.89,0.49,7242.01,602.7025,602.7025,0,0,1,0,0,0,0,0,0,0,0,0
0,1.210907384,1.420801331,-1.5990408,1.011420963,1.451046518,-0.525102751,1.252852483,1.175467723,1.149630858,1.304773522,1.472950473,1.509611725,-0.818043013,-0.327490197,1.30503374,2.25,8.41,5358.24,792.4225,880.3089,0,0,0,0,1,0,0,0,0,0,0,0
1,-0.175889575,-0.093472419,0.528209833,-2.115119904,-2.173859884,0.143251072,-0.241676837,0.011363995,0.039044557,-0.098142079,-0.054871674,-0.045760535,-1.116133426,-1.277844278,-2.11992327,28.09,0.64,7056,576.9604,575.5201,0,0,0,0,0,0,0,0,0,1,0,0
1,-1.015266681,-0.379956642,1.296383672,-0.593486213,-0.954921288,0.700342269,-1.234643187,-0.953539133,-0.897526327,-0.422667962,-0.355267162,-0.336305581,0.762440693,0.307959469,-0.824677516,57.76,2.25,7726.41,677.5609,670.81,1,0,0,0,0,0,0,0,0,0,0,0
0,0.554003561,-0.420882959,0.350938947,0.239248642,0.385272981,0.224169347,0.520158815,0.528240226,0.505992867,-0.428239868,-0.421363562,-0.424246522,0.529429879,0.612382839,0.305593596,10.89,2.56,6905.61,736.0369,784,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.285373545,0.111159169,-0.102086651,0.125693889,0.181052902,-0.055932372,-0.274116233,-0.314028452,-0.335366092,0.117505746,0.113618851,0.115163997,0.01163502,0.0649424,0.135865791,31.36,0.09,6528.64,727.9204,766.1824,0,0,0,0,0,1,0,0,0,0,0,0
0,0.590498218,0.438569709,-0.633899309,0.648045753,0.678839344,-0.311136161,0.628483227,0.541717291,0.523839223,0.435204789,0.445827871,0.448216294,-0.12008759,-0.018869558,0.673893514,10.24,0.25,6099.61,765.6289,809.9716,0,0,0,1,0,0,0,0,0,0,0,0
0,0.663487532,-0.093472419,-0.377841363,-0.108985934,0.040651597,8.80E-05,0.68070709,0.658482035,0.640646853,-0.079669454,-0.086988192,-0.086789788,-0.421853756,-0.276055446,-0.055215531,9,0.64,6304.36,711.2889,754.0516,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.759804083,-0.666440865,1.197899847,-0.911439522,-1.095322592,0.994449074,-0.945094841,-0.664582649,-0.633486255,-0.726010562,-0.61730462,-0.597113287,0.416940702,0.112786423,-1.043055793,47.61,4.84,7638.76,655.8721,659.4624,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.650320113,0.029306534,-0.988441081,-0.078704666,-0.061458442,0.070113401,-0.501815841,-0.658795036,-0.673640557,0.047681229,0.033918379,0.03615017,-0.975127628,-0.86642692,-0.097208404,43.56,0.25,5821.69,713.4241,745.29,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.212384231,0.315790757,-0.003602825,0.829733358,0.634166202,-0.270677023,-0.214138998,-0.308911272,-0.312493729,0.320805023,0.32080069,0.321817819,0.630738928,0.499001966,0.738389181,29.16,0.04,6609.69,778.9681,805.9921,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.759804083,-0.011619784,0.213061591,-0.707040966,-0.884720636,0.135470469,-0.791364187,-0.690072773,-0.664085769,-0.008991582,0.000998948,0.007240509,-0.318223909,-0.501082484,-0.83840799,47.61,0.36,6789.76,669.7744,676.5201,1,0,0,0,0,0,0,0,0,0,0,0
1,-1.380213249,0.193011804,0.272151886,-1.08555681,-1.274015161,-0.119733319,-1.427051583,-1.233205336,-1.187798393,0.197670918,0.197788367,0.20035586,-0.551596044,-0.759736203,-1.215153565,73.96,0.01,6839.29,644.1444,645.16,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.467846829,-0.257177689,-0.71268637,-1.130978711,-1.12723198,0.382893654,-0.369874835,-0.360055708,-0.353306519,-0.228855985,-0.224059067,-0.216676341,-1.465753873,-1.421649292,-1.158290201,37.21,1.44,6037.29,641.1024,656.8969,0,0,0,0,0,0,0,0,0,1,0,0
0,0.481014248,2.157475047,-1.835401981,0.330092445,0.257635431,-1.466555751,0.619214829,0.448253502,0.440144111,1.937862529,2.176484008,2.169050544,-1.503025598,-1.360091357,0.277952785,12.25,22.09,5184,742.5625,772.84,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.139394918,-0.584588229,0.587300128,-0.593486213,-0.935775655,0.622536236,-0.211198064,-0.098778516,-0.064284235,-0.607143232,-0.552435313,-0.528593253,0.111311173,-0.242240736,-0.814349904,27.04,4,7106.49,677.5609,672.3649,1,0,0,0,0,0,0,0,0,0,0,0
