"","Observation","New.Date","Latitude","Longitude","Zonal.Winds","Meridional.Winds","Humidity","Air.Temp","Sea.Surface.Temp","diff","buoy","MonthN","new_elnino_1","new_elnino_2","new_elnino_3","new_elnino_4","new_elnino_5","new_elnino_6","new_elnino_7","new_elnino_8","new_elnino_9","new_elnino_10","new_elnino_11","new_elnino_12"
"549",12980,1992-02-22,0.02,-140.04,-5.9,-2.1,85.7,26.65,28.46,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"550",12981,1992-02-23,0.02,-140.04,-3.6,-2,83.5,26.62,28.28,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"551",12982,1992-02-24,0.02,-140.04,-4.2,0.6,78.6,27.3,28.4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"552",12983,1992-02-25,0.02,-140.04,-4.8,-1.4,74.2,28.18,28.69,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"553",12984,1992-02-26,0.02,-140.04,-6.5,-1.9,76.9,28.13,28.44,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"554",12985,1992-02-27,0.02,-140.04,-7.9,-2.1,75.4,28.2,28.37,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"555",12986,1992-02-28,0.02,-140.04,-7.8,-1.5,80.2,28.03,28.37,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"556",12987,1992-02-29,0.03,-140.04,-7.7,-0.2,81.7,28.13,28.33,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"557",12988,1992-03-01,0.02,-140.04,-8.3,-2.3,86.7,27.05,28.29,72,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"558",12989,1992-03-02,0.02,-140.04,-9.1,-1.4,85.4,27.13,28.16,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"559",12990,1992-03-03,0.02,-140.04,-6.8,-0.9,85.2,27.02,28.13,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"560",12991,1992-03-04,0.03,-140.04,-3.8,-1.5,85.7,26.06,27.96,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"561",12992,1992-03-05,0.02,-140.04,-3.6,-0.9,81.1,27.11,27.93,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"562",12993,1992-03-06,0.02,-140.04,-3.8,-1.4,80.3,27.46,28.27,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"563",12994,1992-03-07,0.03,-140.03,-3,0.9,78.8,27.84,28.5,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"564",12995,1992-03-08,0.03,-140.02,-0.2,0.8,84.4,26.74,28.67,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"565",12996,1992-03-09,0.02,-140.04,-1.1,-1.7,85.8,26.44,28.13,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"566",12997,1992-03-10,0.01,-140.04,-6.3,-7.4,82.6,26.55,28.04,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"567",12998,1992-03-11,0.02,-140.04,-6.8,-6.2,74,28,27.86,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"568",12999,1992-03-12,0.02,-140.04,-5.3,-1.2,82.1,27.31,27.83,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"569",13000,1992-03-13,0.03,-140.04,-4.4,0.7,84.3,26.5,27.76,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"570",13001,1992-03-14,0.03,-140.04,-2,1.9,87.1,25.75,27.46,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"571",13002,1992-03-15,0.03,-140.04,-0.7,0.4,78.1,27.75,28.31,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"572",13003,1992-03-16,0.03,-140.04,0.1,-1.9,81.7,26.84,28.31,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"573",13004,1992-03-17,0.03,-140.04,-3.6,-1,79.8,27,27.99,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"574",13005,1992-03-18,0.03,-140.04,-0.6,-2.2,80.8,27.37,28.12,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"575",13006,1992-03-19,0.03,-140.05,-2.3,-1.7,79.9,27.83,28.45,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"576",13007,1992-03-20,0.02,-140.04,-3.6,-2.1,80.6,28.05,28.57,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"577",13008,1992-03-21,0.02,-140.04,-3,-0.9,80.5,28.1,28.69,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"578",13009,1992-03-22,0.02,-140.04,-2.7,-3.6,82,27.27,28.64,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"579",13010,1992-03-23,0.02,-140.04,-3.8,-1.2,80.2,27.95,28.43,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"580",13011,1992-03-24,0.02,-140.04,-4.7,-0.3,79.2,28.14,28.61,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"581",13012,1992-03-25,0.02,-140.04,-4.5,0.5,78.4,28.12,28.52,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"582",13013,1992-03-26,0.02,-140.04,-4.4,-0.2,78.5,27.79,28.67,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"583",13014,1992-03-27,0.03,-140.03,-1.4,-0.1,75.9,28.06,29,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"584",13015,1992-03-28,0.02,-140.03,1.9,-0.8,77.1,27.54,29.18,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"585",13016,1992-03-29,0.02,-140.02,2.3,1.1,77.3,27.88,28.66,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"586",13017,1992-03-30,0.02,-140.02,0.3,-0.8,74,28.31,29.29,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"587",13018,1992-03-31,0.02,-140.02,-2.7,0.2,78.5,27.65,29.32,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"588",13019,1992-04-01,0.03,-140.02,-4.6,-0.8,78.4,28.02,28.72,70,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"589",13020,1992-04-02,0.02,-140.02,-3.1,-2.7,79.7,27.89,28.77,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"590",13021,1992-04-03,0.02,-140.02,-2.1,-1.4,78.2,28.09,28.88,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"591",13022,1992-04-04,0.02,-140.03,-5.3,1.4,76.8,28.57,28.98,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"592",13023,1992-04-05,0.02,-140.03,-4.5,-0.7,78.7,28.37,28.83,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"593",13024,1992-04-06,0.02,-140.02,-3.4,0.7,81.5,27.81,28.82,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"594",13025,1992-04-07,0.02,-140.03,-4.9,-2,80.3,27.03,28.5,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"595",13026,1992-04-08,0.02,-140.02,-3.6,-1.1,77.3,28.29,28.39,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"596",13027,1992-04-09,0.02,-140.02,-5.7,-1.7,77.9,28.45,28.49,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"597",13028,1992-04-10,0.02,-140.02,-3.6,-2.6,80,28.13,28.65,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"598",13029,1992-04-11,0.02,-140.03,-3.6,0.7,82.7,27.57,28.87,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"599",13030,1992-04-12,0.03,-140.03,-1.6,0.4,82.5,26.92,28.39,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"600",13031,1992-04-13,0.03,-140.03,-0.8,-0.1,80.6,27.36,28.69,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"601",13032,1992-04-14,0.03,-140.03,-3.2,1.7,79.8,27.53,28.64,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"602",13033,1992-04-15,0.03,-140.03,-2.8,-2.4,79.5,28.06,28.76,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"603",13034,1992-04-16,0.03,-140.02,-4.6,-1.8,81.1,27.79,28.69,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"604",13035,1992-04-17,0.03,-140.03,-6,-1.6,79.8,27.93,28.73,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"605",13036,1992-04-18,0.03,-140.02,-5,-2.7,79.3,27.98,28.74,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"606",13037,1992-04-19,0.02,-140.02,-6.2,-0.5,81.1,27.88,28.73,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"607",13038,1992-04-20,0.01,-140.03,-6.6,-1.6,78.4,28.5,28.67,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"608",13039,1992-04-21,0.01,-140.03,-6.8,1.1,78.2,28.52,28.61,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"609",13040,1992-04-22,0.02,-140.03,-6.4,0.5,79.9,28.19,28.46,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"610",13041,1992-04-23,0.02,-140.02,-5.2,-1.6,79.8,28.09,28.43,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"611",13042,1992-04-24,0.03,-140.02,-5.3,0.2,78.3,28.27,28.5,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"612",13043,1992-04-25,0.03,-140.02,-3.1,-1,79.1,28.2,28.64,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"613",13044,1992-04-26,0.03,-140.02,-4,-2.5,77.2,28.33,28.78,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"614",13045,1992-04-27,0.03,-140.02,-5.2,-2.7,76.7,27.71,28.52,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"615",13046,1992-04-28,0.02,-140.02,-2,0.7,72.9,26.79,28.45,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"616",13047,1992-04-29,0.02,-140.02,-0.7,-0.4,71.1,26.39,28.61,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"617",13048,1992-04-30,0.02,-140.04,-3.1,0.3,77.9,27.18,28.62,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"618",13049,1992-05-01,0.04,-140,-4.7,-0.4,88.8,26.12,28.5,71,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"619",13050,1992-05-02,0.03,-140,-3.2,-3.2,81.7,26.87,28.25,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"620",13051,1992-05-03,0.03,-139.99,-3.3,-2.3,85.6,26.59,28.31,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"621",13052,1992-05-04,0.03,-139.99,-3.7,-1.2,82.5,27.46,28.33,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"622",13053,1992-05-05,0.04,-139.99,-4.5,0.7,82.8,27.37,28.47,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"623",13054,1992-05-06,0.04,-140,-4.5,-0.3,81.7,27.67,28.63,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"624",13055,1992-05-07,0.04,-139.99,-5.8,-1.9,81.1,27.95,28.63,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"625",13056,1992-05-08,0.03,-140,-6.5,-0.5,82.7,28.02,28.48,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"626",13057,1992-05-09,0.03,-140,-6.2,-0.6,83.6,27.81,28.36,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"627",13058,1992-05-10,0.04,-140,-6.3,0.8,83,28.13,28.3,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"628",13059,1992-05-11,0.04,-139.99,-6.5,0.7,84.2,27.78,28.11,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"629",13060,1992-05-12,0.04,-139.99,-5.4,-0.6,85.4,27.74,28.04,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"630",13061,1992-05-13,0.04,-139.99,-5.7,-0.8,85,27.65,27.98,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"631",13062,1992-05-14,0.04,-139.99,-7.1,-1.4,86.1,27.66,27.87,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"632",13063,1992-05-15,0.04,-140,-6.3,0.5,85.8,27.45,27.78,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"633",13064,1992-05-16,0.04,-140,-3.1,1.4,86.9,27.31,27.86,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"634",13065,1992-05-17,0.03,-139.99,-4,-0.3,84.7,27.61,27.72,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"635",13066,1992-05-18,0.03,-140,-3.2,-1.4,81.6,27.41,27.83,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"636",13067,1992-05-19,0.03,-140,-3.6,0.2,82.3,27.53,27.98,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"637",13068,1992-05-20,0.03,-140,-4.6,-0.1,85.8,27.24,28.09,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"638",13069,1992-05-21,0.03,-139.99,-5.5,1,83.3,27.36,27.92,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"639",13070,1992-05-22,0.03,-139.99,-4,2.2,83.4,27.3,27.85,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"640",13071,1992-05-23,0.03,-139.99,-4.6,-0.9,83.6,27.29,27.79,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"641",13072,1992-05-24,0.03,-140,-4.5,-0.2,85.3,27.3,27.77,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"642",13073,1992-05-25,0.03,-139.99,-5.1,0.6,84.5,27.25,27.78,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"643",13074,1992-05-26,0.03,-139.99,-4.6,1,83.8,27.22,27.72,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"644",13075,1992-05-27,0.03,-139.99,-3.5,1.4,84.2,27.2,27.67,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"645",13076,1992-05-28,0.04,-139.99,-4.6,0.6,83.8,27.21,27.69,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"646",13077,1992-05-29,0.04,-139.99,-6.9,0.2,83.3,27.23,27.57,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"647",13078,1992-05-30,0.04,-139.99,-8.1,-0.6,84.3,27.26,27.49,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"648",13079,1992-05-31,0.04,-139.99,-7.9,-2.1,86.1,26.82,27.31,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"649",13080,1992-06-01,0.03,-140,-5.9,-3.9,83.1,26.9,27.17,70,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"650",13081,1992-06-02,0.03,-140,-4.1,-0.6,84.1,26.75,27.17,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"651",13082,1992-06-03,0.03,-140,-4.1,-1,83.7,26.68,27.21,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"652",13083,1992-06-04,0.03,-140,-4.7,-0.9,83.7,26.62,27.1,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"653",13084,1992-06-05,0.03,-139.99,-4.8,0.6,86.8,26.48,26.81,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"654",13085,1992-06-06,0.03,-139.99,-2.7,-0.9,87.9,26.61,26.89,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"655",13086,1992-06-07,0.04,-139.99,-4.7,-1.1,87.1,26.62,27,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"656",13087,1992-06-08,0.03,-140,-5.6,-0.3,87.8,26.48,26.71,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"657",13088,1992-06-09,0.04,-140,-5.7,-1.2,86.4,26.5,26.68,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"658",13089,1992-06-10,0.03,-140,-5.8,-2,86.2,26.37,26.52,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"659",13090,1992-06-11,0.04,-140,-5.9,-2,86,26.07,26.43,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"660",13091,1992-06-12,0.03,-140,-6.1,0.8,88.3,26.17,26.26,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"661",13092,1992-06-13,0.04,-139.99,-7,0.2,87.2,25.91,25.88,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"662",13093,1992-06-14,0.04,-139.99,-5.4,-1.5,88,25.55,25.77,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"663",13094,1992-06-15,0.03,-139.99,-3.2,-1.5,86.7,25.31,25.84,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"664",13095,1992-06-16,0.03,-139.99,-4.8,0.1,84.9,25.38,25.84,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"665",13096,1992-06-17,0.04,-139.99,-5.8,0.3,85.8,25.26,25.74,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"666",13097,1992-06-18,0.04,-140,-5.6,-2,87.6,25.38,25.73,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"667",13098,1992-06-19,0.03,-140,-6,-1.9,86.3,25.49,25.64,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"668",13099,1992-06-20,0.03,-140,-5.4,-1.1,86.3,25.35,25.57,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"669",13100,1992-06-21,0.03,-139.99,-6,-0.2,86.9,25.31,25.44,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"670",13101,1992-06-22,0.03,-140,-5.5,-1.9,83.6,25.33,25.43,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"671",13102,1992-06-23,0.03,-140,-5.2,-1.4,82.1,25.19,25.34,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"672",13103,1992-06-24,0.03,-139.99,-5.2,0.4,84,25.13,25.78,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"673",13104,1992-06-25,0.03,-140,-5.3,-0.2,84.5,25.08,25.73,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"674",13105,1992-06-26,0.03,-140,-6.1,-1.8,88.3,25.35,25.61,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"675",13106,1992-06-27,0.03,-140,-5.7,-1,86.8,25.21,25.5,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"676",13107,1992-06-28,0.03,-140,-5.4,1.2,88.5,25.15,25.57,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"677",13108,1992-06-29,0.04,-140,-3.4,-0.5,89.5,25.18,25.54,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"678",13109,1992-06-30,0.04,-139.99,-2.6,-0.7,89,25.07,25.53,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"679",13110,1992-07-01,0.04,-139.99,-3.7,0.9,90.2,25.26,25.59,71,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"680",13111,1992-07-02,0.04,-139.99,-3.7,0.4,91.4,25.3,25.55,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"681",13112,1992-07-03,0.04,-140,-3.3,-0.6,87.4,25.37,25.82,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"682",13113,1992-07-04,0.04,-139.99,-3.7,1.1,86.3,25.53,25.88,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"683",13114,1992-07-05,0.04,-140,-3.5,2,85.4,25.75,26.13,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"684",13115,1992-07-06,0.04,-139.99,-2.5,-0.5,85.5,25.37,26.1,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"685",13116,1992-07-07,0.04,-139.99,-3.7,-1.3,85.2,25.43,26.11,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"686",13117,1992-07-08,0.04,-139.99,-3.4,0.2,83.4,25.46,26.14,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"687",13118,1992-07-09,0.04,-139.99,-4,0.2,87.7,25.81,26.17,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"688",13119,1992-07-10,0.03,-139.99,-4.7,-1.2,88,25.83,26.14,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"689",13120,1992-07-11,0.03,-139.99,-5.5,-0.3,89.7,25.86,26.17,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"690",13121,1992-07-12,0.03,-139.99,-6.6,1.8,86.4,25.64,26.03,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"691",13122,1992-07-13,0.03,-140,-6.2,-1,86,25.46,25.84,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"692",13123,1992-07-14,0.03,-139.99,-5.8,-0.5,86,25.45,25.75,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"693",13124,1992-07-15,0.03,-139.99,-8.2,0.2,82.8,25.33,25.64,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"694",13125,1992-07-16,0.03,-140,-6.6,0.6,86.1,25.23,25.54,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"695",13126,1992-07-17,0.03,-139.99,-5.8,-1.6,88.1,25.28,25.53,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"696",13127,1992-07-18,0.03,-139.99,-6.3,-0.4,85.8,25.06,25.37,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"697",13128,1992-07-19,0.03,-139.99,-5.5,1.5,85.4,24.96,25.34,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"698",13129,1992-07-20,0.03,-140,-5.7,0.7,87.9,25,25.29,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"699",13130,1992-07-21,0.02,-139.99,-8,-0.5,84,24.99,25.03,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"700",13131,1992-07-22,0.03,-139.99,-6.1,-0.7,86.1,25.07,24.96,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"701",13132,1992-07-23,0.03,-139.99,-5.9,1.1,87.8,24.81,24.78,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"702",13133,1992-07-24,0.03,-139.99,-5.4,-0.4,89.1,24.75,24.79,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"703",13134,1992-07-25,0.03,-140,-6.8,-2.4,83.2,25,25.06,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"704",13135,1992-07-26,0.03,-139.99,-6.8,-0.9,84.5,24.94,25.12,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"705",13136,1992-07-27,0.03,-140,-6.6,-0.9,87.4,25.01,25.34,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"706",13137,1992-07-28,0.03,-140,-7.3,-1.2,87,24.9,25.16,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"707",13138,1992-07-29,0.03,-140,-8.7,-2.2,84.7,24.83,24.94,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"708",13139,1992-07-30,0.04,-140,-8,-1.8,85.9,24.53,24.6,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"709",13140,1992-07-31,0.04,-140,-8,-2.8,86.1,24.49,24.23,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"710",13141,1992-08-01,0.04,-140,-6.9,-1.6,87.1,24.07,23.82,70,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"711",13142,1992-08-02,0.04,-140,-6.6,-1.3,89.2,24.24,23.97,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"712",13143,1992-08-03,0.05,-140,-6.8,-1.3,90.8,24.36,24.14,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"713",13144,1992-08-04,0.05,-140.01,-8,-0.6,86.9,24.49,24.43,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"714",13145,1992-08-05,0.04,-140.01,-7.7,-1.3,85.7,24.91,25.22,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"715",13146,1992-08-06,0.04,-140.01,-6.1,-2.5,85.2,24.92,25.69,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"716",13147,1992-08-07,0.03,-140.02,-6.6,0,85.3,24.67,25.47,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"717",13148,1992-08-08,0.03,-140.02,-7.5,1.2,88.9,24.57,24.82,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"718",13149,1992-08-09,0.03,-140.01,-7.2,0.3,87.9,24.47,24.77,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"719",13150,1992-08-10,0.02,-140.01,-6.8,0.8,86.1,24.21,24.79,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"720",13151,1992-08-11,0.02,-140.01,-7.3,1,87.2,24.35,24.72,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"721",13152,1992-08-12,0.02,-140.01,-7.6,1.1,86.1,24.46,25.07,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"722",13153,1992-08-13,0.02,-140.01,-6.8,0,83.6,24.42,24.97,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"723",13154,1992-08-14,0.02,-140.01,-6.8,0.6,84.8,24.49,25.13,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"724",13155,1992-08-15,0.02,-140,-7.5,0.1,87.4,24.29,24.6,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"725",13156,1992-08-16,0.02,-140,-6.9,-0.2,89.6,24.17,24.49,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"726",13157,1992-08-17,0.03,-140,-6.6,-1.7,89.7,23.97,24.37,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"727",13158,1992-08-18,0.03,-139.99,-6,-1.6,87.1,24.04,24.42,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"728",13159,1992-08-19,0.03,-139.99,-5.8,-1.4,89.7,24.02,24.48,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"729",13160,1992-08-20,0.04,-139.99,-5.8,-1.8,90,23.85,24.19,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"730",13161,1992-08-21,0.04,-139.99,-4.8,-1.9,91,23.77,23.81,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"731",13162,1992-08-22,0.04,-139.99,-4.7,-3.1,87.9,23.88,23.96,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"732",13163,1992-08-23,0.04,-140,-6.1,-2.2,84,23.82,23.94,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"733",13164,1992-08-24,0.04,-140,-5.7,-2.2,83.2,24.04,24.15,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"734",13165,1992-08-25,0.05,-140,-5.1,-2.2,86.2,24.05,24.48,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"735",13166,1992-08-26,0.05,-140,-4.5,-1.3,85.8,24.29,24.71,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"736",13167,1992-08-27,0.04,-140,-3.4,-0.8,86.4,24.66,25.17,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"737",13168,1992-08-28,0.04,-140,-4.9,0.1,90.3,24.89,25.26,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"738",13169,1992-08-29,0.05,-140,-8.5,-0.8,85.9,25.07,25.05,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
